,class,argtype,text,argtypetext 
2875,Non-Argumentative,,"a voucher system is one in which, instead of tax revenues being distributed directly to state-managed schools, parents are issued with vouchers that can be spent on education in any school, whether it is managed by the state or not.
",
3925,Non-Argumentative,," once again, they deny the veracity and authenticity of a particular type of free expression under the aegis of protecting the public from criminality.
",
2420,Argumentative,," without the structure provided by school attendance , children become bored easily and parents struggle to cope .
",
11542,Argumentative,," 2009 .
",
508,Non-Argumentative,," the process would be one similar to how the icc prosecutes war crimes and other crimes against humanity such as genocide or mass killing and torturing.
",
10562,Argumentative,," mobile technology is providing crucial innovations ; used as tools by private investors , mobiles mean individuals can be updated on health status and preventative practices without physical access to doctors , or nurses .
",
12697,Argumentative,," in the united states , there are currently very different identification requirements for voting from state to state , meaning that people often lose their vote when they change their place of residence .
",
7389,Argumentative,," being a part of a political union inevitably means that sacrifices have to be made and this often intrudes on national sovereignty by reducing he room for manoeuvre of national governments .
",
3095,Non-Argumentative,," some online courses have even been recommended for university credit [5].
",
933,Argumentative,," ideas do not share the same order of protection even now because they exist in a different order to physical reality .
",
2891,Non-Argumentative,," today, however, the education system continues to fail to properly serve black students, who consistently perform lower and are more likely to drop out than their white peers.1 some in the education community have argued that african-american males might be better served by one-race, one-sex schools.
",
10930,Argumentative,," they are viewed as badges of honour that boosts street credibility amongst young gangs -- the ` naming and shaming ' just increases this .
",
16118,Argumentative,," every time a pitcher throws a pitch , the batter could get struck and hurt .
",
5287,Argumentative,," families suffer terribly when a husband , mother or son is an alcoholic or violent drinker .
",
7417,Non-Argumentative,," this is a data retrieval system that lets the nsa search other sources, particularly all the unstructured information they hoover up from tapping into the fiber optic cables that enter and leave the united states allowing access to almost all internet traffic.
",
5263,Argumentative,," in short , smoking should be banned or very harshly regulated .
",
6956,Non-Argumentative,," africa has been at the forefront of this trend.
",
9750,Argumentative,," anyone with an interest in the free syrian cause should realise that they can not do so simply by sitting on their hands expecting a victory when those doing the fighting are only provided diplomatic support .
",
10848,Argumentative,," katz , levitt , and shustorovich using death rates show how harsh prison conditions are likely to mean lower crime rates overall -- though a doubling of the death rate only reduces the crime rate by a few percentage points .
",
4051,Non-Argumentative,,"the issue is far from simple.
",
6648,Argumentative,," the government has acted contrary to their own law , with president museveni remarking that what homosexuals do is disgusting , un african and had no place in his country  and mp david bahati , asserting that homosexuals do not deserve to be treated as humans .
",
4800,Argumentative,," on the one hand , the legal fiction that underlies personhood enables groups of citizens to quickly and efficiently join forces to make collective grievances heard and to use weight of numbers to match the influence of wealthier individuals .
",
7225,Non-Argumentative,," although in absolute numbers there are more people in poverty in south asia it is sub saharan africa which has the highest rate of poverty relative to the size of the population with 48.5% of the population in poverty.
",
5500,Argumentative,," democracy is based on the principle that the majority of people are to elect leaders and trust them with a term , where their duty is solely to look after the wellbeing of the country and its citizens .
",
7421,Non-Argumentative,," most nations manage with much smaller amounts of worldwide surveillance and there was outrage across many countries at the extent of the surveillance.
",
6605,Argumentative,," a lease would enable russia to make an agreement with the ukrainian government and recognise that government without having to lose face as any other solution which maintains ukrainian territorial integrity would .
",
5017,Argumentative,," there is no ethical justification to allow pharmaceutical companies to charge artificially high prices for drugs that save lives .
",
6365,Non-Argumentative,," on a sporting level, israel’s national football and rugby teams have competed in european competitions for political reasons, the state not being formally recognised by many other nations in asia.
",
2997,Argumentative,," if you are already a recipient of such a degree , it will increase the opportunities for advancement within your chosen career .
",
8777,Argumentative,," britain has paid compensation to the new zealand maoris for the damage done during colonial times and the seizure of their land , and iraq pays compensation to kuwait for damage done during the invasion and occupation of 1990-91 .
",
7785,Non-Argumentative,,"a fundamental point within acemoglu and robinson’s (2013) why nations fail is that the prosperity of a nation relies upon an effective power structure.
",
16331,Argumentative,," many democratic countries refused to send teams to the moscow olympics and while countries did not feel they could do the same with china inthe principle remains the same -- we should not lend our support to legitimize dictatorships through sport .
",
4894,Non-Argumentative,," the united states has imposed a moratorium on human cloning and a ban on federal funding of cloning research that will be reviewed every five years.
",
11301,Argumentative,," the icc trials are among the most high profile in the world so are likely to be susceptible to this .
",
1667,Non-Argumentative,," failing to recognise the ban would lead to deportation to the community from whence the individual came and possibly other sanctions.
",
4734,Argumentative,," as orwell put it , ` in an age of universal deceit , to tell the truth is a subversive act ' .
",
16,Argumentative,," in some cases , these physical problems can be fatal ; e.g. , julissa gomez , who died from complications of a vaulting injury contracted when she wasin warm-ups for a gymnastics competition .
",
11633,Argumentative,," it is argued that imprisoning individuals found to be guilty of non-violent crimes is a disproportionate response to their actions and does not serve the objectives of criminal sentencing set out above .
",
6031,Non-Argumentative,," critics of legalization meanwhile cite studies showing cannabis' harmful physical and psychotic effects and its tendency to act as a gateway to harder and more dangerous drugs.
",
1969,Argumentative,," remittances on the other hand can be very beneficial ; they provide the money needed to start enterprises , and they are showing that the community is not dependent as its members have taken the initiative to go and find work .
",
9577,Argumentative,," the essential problem is that uranium and plutonium are used as fuel for both nuclear reactors and nuclear bombs .
",
5829,Non-Argumentative,," they shall destroy the coca bushes if illegally cultivated”, and that, “coca leaf chewing must be abolished within twenty-five years from the coming into force of this convention”.
",
16369,Argumentative,," he therefore sees the horse as his enemy as much as the man .
",
13972,Argumentative,," ``amending the us constitution to allow the president a line-item veto would be fiscally responsible .
",
15492,Argumentative,," therefore , addressing social injustice and higher economic returns are mutually supportive goals .
",
9584,Argumentative,," north korea is known to have reprocessing technology , and it probably has an enrichment capability too .
",
2240,Argumentative,," however there are many other areas where they can make a difference as they have the time , such as volunteering for charities or community groups and looking after other parents ' children .
",
11815,Non-Argumentative,,"n.b. while this debate is assuming that retroactively banning assault weapons will not be on the table if it was this would make proposition’s case much easier as it is rather a large loophole and many of the arguments would be much more powerful with a more complete ban.
",
14739,Argumentative,," science provides us with the tools to form a comprehensive view of the universe which does not include a supernatural being .
",
1615,Non-Argumentative,," other european countries only agreed to provide money for these bail outs on the condition of the countries being rescued impose austerity to reduce their expenditures to provide confidence that they will be able to pay back their debts.
",
8374,Argumentative,," the two important united nations studies on the right to self-determination set out factors of a people that give rise to possession of right to self-determination : a history of independence or self-rule in an identifiable territory , a distinct culture , and a will and capability to regain self-governance2 .
",
5855,Argumentative,," the coca leaf may have uses as a stimulant and flavouring agent in drinks , in which it is currently used to a limited extent in the west , but also in the expansion of the many domestic products currently in use in the andes , including syrups , teas , shampoo and toothpaste .
",
4402,Argumentative,,"b. this will be subject to change once lord leveson publishes his report.
",
10921,Argumentative,," either conduct is criminal , or it is not .
",
13617,Argumentative,," pakistan 's isi , military intelligence , has for example been accused of helping the taliban -- they could hardly be trusted to kill them .
",
1671,Argumentative,," thus , a social contract exists between the people and their government .
",
4097,Argumentative,," if religious opinion is to be granted this airtime for the benefit of a small , if vocal , minority then it seems both unfair and unprofessional for that broadcaster to be constrained by that groups views in relation to the rest of its output .
",
1217,Non-Argumentative,," the critique escalated to such degree that insweden became first eu country to take position that all eu subsidies should be abolished.
",
5764,Argumentative,," if things are made difficult for employers with hiv positive workers , then they are less likely in the future to employ people who , they suspect , are hiv positive .
",
5342,Non-Argumentative,," body image disturbance is a symptom of an.
",
16150,Argumentative,," as such , every single game in the playoffs carries the potential risk of excluding the losing team from the remainder of that season 's games .
",
15471,Non-Argumentative,," both those in favour and against quotas link their arguments to the effects on the economic factors.
",
10346,Argumentative,," food can not be refrigerated and businesses can not function .
",
15366,Argumentative,," some studies have gone as far as to demand that in the face of this evidence , gay bans be ended2 .
",
7156,Argumentative,," mobile technology is making it faster , quicker , and simpler to tap into new markets .
",
2083,Argumentative,," unless schools were to post texts for literally every religion and atheism as well , this goal can not be achieved if the ten commandments are in the classroom .2 neutrality is the best antidote to contemporary culture wars .3 1van orden v. perry , oral argument 2ibid .
",
11493,Argumentative,," poor treatment affirms terrorist ideology : regardless of what is morally right , it would be beneficial to treat terrorists in the ways prescribed by the convention .
",
10643,Non-Argumentative,," our current conception of human rights has in one sense its origins in the conceptions of the 'rights of man' which emerged during the enlightenment, but owes most of its current form and content to ideas which emerged in the wake of the second world war, as embodied in the united nations'universal declaration of human rights, which listed a large number of political, economic and social rights supposedly universally held by all people everywhere.
",
4509,Non-Argumentative,," this is a textbook example of how the law should not be used.”
",
13381,Argumentative,," china has been investing billions , several mining firms have made a $ 4.4 billion investment in one project ; an immense undeveloped copper reserve in aynak .
",
12117,Argumentative,," even though there will be some fluctuations in how much each life contributes to total utility -- a happy doctor probably adds more utility than a miserable meter maid -- it is overwhelmingly likely that saving the five lives will result in a situation of greater utility than preserving the life of the one .
",
14283,Argumentative,," the career path of celebrities is unusual in that it accretes over time on the basis of the performers standing in the public mind .
",
8906,Non-Argumentative,," the organisation of african unity (oau) charter highlights a determination “to safeguard… sovereignty and territorial integrity” in the preamble, the purposes, and the principles of the oau.
",
1771,Non-Argumentative,," the tube itself would be on pylons and could be built above existing road infrastructure for much of the way, with the exception of when the corners on the roads are too tight.
",
5032,Argumentative,," patent regimes cause firms to inefficiently allocate resources .
",
6029,Non-Argumentative,," however, many believe that the most commonly used illegal drug, cannabis, should not be illegal at all.
",
678,Argumentative,," this pressure has therefore forced a backwards step that reduces freedom of women when in almost every other area of life there have been great advances .
",
100,Non-Argumentative,," christmas cards often feature snow- white landscapes, along with polar bears, penguins and other cuddly animals from arctic areas.
",
10077,Non-Argumentative,,"both the usa and the european union have bans on arms sales to china.
",
11800,Non-Argumentative,," the law bansmodels and variations by name, as well as revolving cylinder shotguns.
",
4718,Non-Argumentative,," it became clear that changing rulers was easier than changing the media regulatory framework that had been built up over decades.
",
5102,Non-Argumentative,,"            a high teenage pregnancy rate damages to the girls’ career or life prospects, and for society it often creates a financial and social burden to support the children and young mothers.
",
13062,Argumentative,," this information can generate false information and untrue or exaggerated claims .
",
14525,Non-Argumentative,,"yet it is becoming more difficult to keep secrets, to the point that it has been suggested that there will be no more secrets withinyears.
",
12556,Argumentative,," politicians almost always win reelection .
",
1852,Non-Argumentative,," as long ago assingapore’s government established temasek as a holding company for state-investments.
",
8026,Argumentative,," a strong , effective and impartial united nations standing army would deny powerful military states the right to bully and blackmail rivals into submission with the threat of military force .
",
16035,Argumentative,," umpires must make split-second judgments , often from bad angles and with many elements to watch simultaneously .
",
8555,Argumentative,," given this history , the eu can contribute a lot of knowledge and experience on how to use ` soft power ' in a foreign policy context .
",
14179,Non-Argumentative,," a libertarian need not give up either his seat in congress nor his chair at mit.
",
7129,Non-Argumentative,," however, to what extent is africa's 'technological revolution' a reality for all; is it the right technology; and can it change the perception of africa?
",
13251,Argumentative,," in any comparison between two such organisations the distrusted organisation will have greater impact than the disliked organisation .
",
3027,Non-Argumentative,,"creationism, often rebranded as intelligent design, is the belief that intelligent agency was involved in the creation and development of life on earth.
",
14912,Argumentative,," such a new type of technology seems to call for drastically adapting existing regulations: but is it sufficient to justify a ban on 3d printers in households while this is still possible?
",
3020,Argumentative,," we expect parents to do a good job in their role as parents .
",
1384,Argumentative,," employees will learn from those with more experience , in addition to the other advantages of a more diverse workforce .
",
8557,Argumentative,," it has also had successes in encouraging reform in the countries of eastern europe and is continuing to do so in the balkans through enlargement .
",
33,Non-Argumentative,,"one particular aspect of this has been creams aiming to whiten skin.
",
2591,Non-Argumentative,,"both universities demand that most candidates sit a series of two and three-day interviews, often accompanied by entrance examinations.
",
2964,Non-Argumentative,," in the united kingdom, the relationship between religious liberty and public education has commonly attracted controversy in the context of faith-based schools whose admission policies are dependent upon proof of religious practice.
",
11020,Non-Argumentative,," file sharing outside of the control of the copyright holder has become a major problem for media companies who blame it for lost revenues as their content is illegally copied and shared over the internet reducing the demand for the legal product.
",
9476,Argumentative,," yasukuni is a shrine in the shinto religion -- equivalent to a church - and was the center of state shinto through the first half of the twentieth century .
",
10466,Argumentative,," the world bank  classifies% of zambia 's poor as residing in rural areas .
",
15152,Argumentative,," social and economic inequalities between men and women stem primarily from the fact that women are the child bearers , and mothers overwhelmingly spend more time on childrearing tasks than do their male spouses .
",
703,Non-Argumentative,," simply locally sourcing the food is not enough, stores should have to ensure that the produce does not have to travel unnecessarily long distances.
",
310,Non-Argumentative,," within europe, the eu audiovisual media services directive has been in place since the end ofand places further restrictions on advertising to children, while also stressing the role of self-regulation among industry groups.
",
9793,Argumentative,,"  because only a two-state solution allows for this peaceful co-existence and development , a two-state solution is best for peace and thus more justified than a one-state solution .
",
9001,Argumentative,," if those who committed atrocities ` get away with it ' they will be much more likely to plunge the country back into violence .
",
6924,Argumentative,," the influx of remittances to households provides security , an additional income for support , enables household consumption , and investment in alternative assets , such as education and land , of which present crucial benefits in reducing poverty .
",
10131,Argumentative,," the euro takes away the national sovereign right to have one 's own currency .
",
15020,Argumentative,," age of consent laws place artificial limits on this freedom .
",
7410,Non-Argumentative,," this included “session identifying information (e.g., originating and terminating telephone number, international mobile subscriber identity (imsi) number, international mobile station equipment identity (imei) number, etc.), trunk identifier, telephone calling card numbers, and time and duration of call… [however] metadata does not include the substantive content of any communication”.
",
6978,Argumentative,," notably malawi , rwanda , senegal , and south africa all have some form of quota system , quotaproject  .
",
16083,Non-Argumentative,,"  famously, hall of fame player pete rose barrelled into catcher ray fosse in theall star game.
",
3256,Argumentative,," however schools have to recognise that the majority of pupils are unlikely to stick to abstinence regardless of how much the school promotes it .
",
10413,Non-Argumentative,,"on the same day syria joined the chemical weapons convention, provisionally applying it until its entry into force on the 14th octoberwhich allowed the weapons inspectors to begin their work of first compiling and then destroying syria's stockpile of wmd.
",
7504,Argumentative,," the union has also placed that military capacity within the broader context of a security strategy designed to promote international peace , justice and development .
",
5384,Argumentative,," they found that although attractiveness ratings of both men and women declined with age , the rate of decline for women was greater .
",
1243,Non-Argumentative,," on the one hand, a focus has been placed on understanding the geography of the unbanked - who is unbanked, where, and why.
",
4576,Non-Argumentative,," governments have unprecedented power to watch their citizens, to see almost every aspect of their private and public lives.
",
8000,Argumentative,," in practice this means creating open markets friendly to inward investment and eager for trade , while reining in corruption , military spending and aggressive foreign policies .
",
4096,Argumentative,," many perceive commonly held positions in the mainstream churches -- let alone more extreme sects -- to be offensive or reactionary and , in some cases , a cover for homophobic , illiberal or sexist opinions .
",
9336,Non-Argumentative,," there was more adherence to norms against the use of military force than in the kosovo campaign; there were attempts to claim self defense, and george w. bush and tony blair went to the security council to try and gain assent to go to war.
",
8775,Argumentative,," these reparations have helped israeli infrastructure enormously , providing ` railways and telephones , dock installations and irrigation plants , whole areas of industry and agriculture ' and contributing to israeli economic security .
",
1482,Argumentative,," it is estimated that italy could save up to% of its gdp and portugal would see annual repayments fall by 15bn euros , or% of its gdp .
",
2465,Argumentative,," therefore learning languages up to the age of sixteen should be compulsory .
",
4471,Non-Argumentative,," should a state be accountable to the voices of people beyond its national borders?
",
16323,Argumentative,,"  proponents, including the olympic committee, maintain however that sports events are not the time or place to raise such issues and that they should remain about the athletes, not politics.
",
5373,Argumentative,," for example , leaking silicone breast implants have been a widespread problem and can lead to death .
",
4149,Argumentative,," the duty to protect means government should prevent others from interfering with internet users and the duty to fulfil could easily be taken just a little bit further to having to provide access to the internet .
",
2574,Argumentative,," even if such ` friendships ' were entirely innocent , they would still cast enough suspicion on the teacher-student relationship to put considerable strain on the teacher 's role as educator and their ability to do the job .
",
5435,Argumentative,," jonathan zito was stabbed to death by christopher clunis in; jason mitchell beheaded his father and strangled two pensioners in; stephen laudat killed his grandfather in, believing him to be the gang leader ronnie kray ; john rous stabbed care worker jonathan newby to death in; michael stone killed lin and megan russell in a field near their home in.
",
2892,Non-Argumentative,," they argue that racial separation is not racist if it is carefully designed to benefit a disadvantaged minority.
",
15164,Non-Argumentative,," secondly, ‘feminisation’ refers to the increasing flexibilisation of work for both men and women.
",
3389,Argumentative,," in the psychology of a child , he or she may not fully internalize the effects on their future a shoplifting arrest may have .
",
6448,Argumentative,," military transparency , particularly on nuclear weapons is necessary .
",
11232,Argumentative,," laws still exist and are enforced within such communities , but these are not state-made forms of law .
",
3623,Argumentative,," oil degrades faster in warmer waters because the metabolism of microbes that break the oil down works much more slowly in the cold arctic waters , at the same time the oil spreads out less so provides less surface area .
",
638,Non-Argumentative,," the marbles are part of a wider debate about the ownership and display of cultural treasures, often acquired from the developing world by imperial powers in the 18th and 19th centuries, and now displayed in western museums.
",
1815,Argumentative,," the lowest paid workers tend to be less educated , less skilled , and less organized than higher-paid employees .
",
5034,Argumentative,," this leads to brutal races and excessive expenditure of resources to be first over the line and to monopolize the production , at least for a time .
",
3255,Argumentative,," schools may also want to talk about abstinence at the same time ; it is a way of keeping sexually safe .
",
11805,Non-Argumentative,,"the previous ban exempted assault weapons and large capacity magazines manufactured before the law’sintroduction.
",
16326,Argumentative,," china is a communist dictatorship which maintains tight political control over its 1.3 billion people .
",
1152,Argumentative,," all national polls conducted in the united states have shown a majority popular support for banning flag burning1 .
",
9007,Argumentative,," this would simply incentivise people to try to make themselves indispensable strongmen -- not a sustainable basis for a peaceful society .
",
8632,Non-Argumentative,," un security council resolution“decides to extend the mandate of monusco in the drc untilmarch 2014, [to] include an “intervention brigade”… with the responsibility of neutralizing armed groups… and the objective of contributing to reducing the threat posed by armed groups to state authority and civilian security in eastern drc and to make space for stabilization activities”.
",
6402,Argumentative,," women do most of the work but hold none of the profit ; they can not innovate and receive salaries up to% less than men .
",
15256,Non-Argumentative,,"despite these variations of fgm, the world health organization is universally opposed to medicalization of all types of fgm.
",
7075,Non-Argumentative,," from diamond and timber to oil, the continent has a large concentration of mineral wealth which has turned africa in to a major exporter of these goods.
",
14973,Argumentative,," moreover the influence of the european union is declining ; it has always been primarily financial , through aid which is declining , and through investment which , at least in the mena , region has reversed as a result of those same revolutions .
",
16337,Argumentative,," when a state does not improve we can not show our approval by sending a team to the olympics like the free world did in, missing the opportunity to ` use the limelight of the games to make an issue of germany 's deepening persecution of jews ' , tkacik jr.
",
16252,Argumentative,," however , as the uk is the host nation of theolympics it gains automatic qualification for all the events at the games , including football , which it would usually be illegible to enter .
",
13091,Argumentative,," without the excessive use of poll data , a candidate 's message can be more than an advertisement .
",
4879,Argumentative,," no doubt many alternative practitioners are well meaning , but this does not change the fact that people are making money out of something that , as far as anyone can determine , is basically snake oil .
",
6089,Non-Argumentative,," theories have previously been used to express how populations interact with the environment.
",
9077,Argumentative,," slums and informal settlements need upgrading ; and the percentage of slums remains highest in sub-saharan africa where slums can be up to% of the urban population .
",
14691,Argumentative,," the prospect of celibacy draws sexually dysfunctional men to the priesthood .
",
14122,Non-Argumentative,," for example, the senate of canada, unlike the house of canada, can’t force the prime minister to resign.
",
6062,Non-Argumentative,," in partial-birth abortion (pba), also known as dilation and extraction (d&x), the woman's cervix is dilated, and the foetus is partially removed from the womb, feet first.
",
3187,Argumentative,," 70 % of turkish children in germany have no general certificate of secondary education ; as they leave before completing secondary school .
",
570,Argumentative,," dependence on the industry for jobs and investment is seen as reducing the amount of control that developing states can exercise over potentially exploitative firms -- if a firm pulls out in response to assertive government action - taking jobs and money with it - that government will become unpopular .
",
4951,Non-Argumentative,," betweenand 1963, there weredeaths each year from the disease.
",
5364,Argumentative,," this shows the impact of starvation on the brain .
",
67,Non-Argumentative,," we take pornography to be any sexually explicit material, usually commercially distributed, acted or containing acting with the intention to arouse its viewers.
",
13735,Argumentative,," in the uk , for example , gaby hinsliff noted , `` as a result of the costs of borrowing through a recession , in five years ' time the national debt is forecast to reach # 1.3 trillion '' -- clearly , nato members have more pressing concerns than keeping up superfluous armies .
",
106,Non-Argumentative,," this case is most relevant to those places like the uk and much of the usa where a white christmas cannot be taken for granted.
",
5967,Non-Argumentative,," and each of us has different definitions and priorities when it comes to “good food”.
",
9179,Non-Argumentative,," in 2012, it was planned that the african court of justice and african court on human and people’s rights , two courts run by the african union that not all states have signed up to and have a low case load, merge in to one court which would also try criminal cases.
",
15563,Argumentative,," whether as a result of defective medication , irresponsible behaviour , or simple bad luck , sufficiently frequent sexual activity will always lead to pregnancy .
",
373,Non-Argumentative,,"franglais is that breed of french words that are heavily influenced by the english language; faire le shopping (translated literally means to do shopping) is commonly used instead of faire les magasins (translated literally means to do the shops).
",
1823,Argumentative,," this form of social justice is certainly preferable to the class divisions propagated in the absence of a minimum wage , in which a part of society is relegated to permanent wage slavery .
",
3540,Non-Argumentative,," it produces no greenhouse gases or other such pollutants but does produce radioactive waste that must be stored safely for thousands of years.
",
3253,Argumentative,," just because schools do not promote safe sex does not mean that adolescents will not experiment with sex .
",
14786,Argumentative,," it is frequently a cover for political or social prejudice .
",
7213,Argumentative,," due to poor infrastructure , mobile communications have had a transformative impact on african life .
",
7277,Non-Argumentative,,"nato, the north atlantic treaty organisation, is a military alliance based on the north atlantic treaty.
",
13969,Argumentative,," this presents a predicament for them when good policies are overloaded by unnecessary spending proposals .
",
3823,Non-Argumentative,," the concept of blasphemy is mostly associated with the abrahamic religions (christianity, judaism and islam) and many nation states which affiliate with one of these have, at one time or another, created laws against committing blasphemous acts directed at their dominant religious tradition.
",
4962,Non-Argumentative,," simultaneously the number of people vaccinated rose as did the movements against the notion of compulsory vaccination, such as the society of anti vaccinations (1798) and the anti- vaccination league (1853).
",
16246,Non-Argumentative,," but despite being the birthplace of the sport the united kingdom does not currently field a football team in the olympic games.
",
4154,Non-Argumentative,,"for a time the internet was the only uncensored outlet for criticism of governments that have the traditional media under their thumb however this rapidly changed as authoritarian governments recognised that to stay in power they need to control the internet.
",
387,Non-Argumentative,," this move would increase the protection of the french language.
",
7736,Argumentative,," this imbalance , highlighted by the iraq war , has made security council reform a hot topic of debate . ''
",
668,Non-Argumentative,," there are beauty contests for various categories of age, sex and sexuality; this topic focuses on adult women’s beauty contests as overwhelmingly the most popular and high-profile version.
",
11113,Non-Argumentative,," the icc prosecutor may investigate cases based upon information from reliable sources other than the security council such as non-governmental organizations, victims, etc.1currently,countries have ratified the rome statute and anotherhave signed but not ratified the treaty.
",
1757,Argumentative,," since, the nationalist sinn fein party has gained substantial influence in the irish parliament .
",
15849,Argumentative,," the giro rosa , one of the biggest women cycling competition , offers a prize money ofeuros , which is a mere thousandth of the tour de france 's 450,000 euro top prize .
",
9143,Non-Argumentative,," some scholars such as mcfaul go as far as to argue that democracy can never come into being without an active civil society.
",
11426,Non-Argumentative,," the mandate of the force would be to intervene either if asked to help internally by a national government or authorised by a united nations security council resolution which would to a certain extent enable the pursuit of a war criminal across borders.
",
10641,Non-Argumentative,," what about competing ideas and definitions of human rights?
",
2758,Argumentative,," the existing mechanisms to catch abusive parents are entrenched in most societies ; child abuse claims are often the result of third-party observers , often teachers , calling the police or child services .
",
15410,Argumentative,," yet the harms of paying or accepting money for a good that can be legally exchanged for free are far less than the harms that result from the rights violations that often occur , robbery , battery , sexual assault , murder , when sex markets are pushed underground .
",
10565,Non-Argumentative,," usually the penalty attached to possession of these drugs varies according to their perceived harmfulness; for example, a “hard” drug like heroin attracts harsher punishment than a “soft” drug like cannabis.
",
13937,Non-Argumentative,," nations with their own states are nation- states.
",
15932,Non-Argumentative,," yet overall enthusiasm for boxing is at an all-time high; television audiences are up and record numbers of youngsters across the world are joining boxing clubs.
",
1524,Non-Argumentative,," their opponents, particularly business, on the other hand contend that the efficiency and targeting gains generated by this information-gathering has allowed firms to offer more and better services to consumers, enriching their lives.
",
347,Argumentative,," shoppers feel that a poor purchase is their fault for not choosing more wisely , and regret not choosing something else instead .
",
5131,Argumentative,," a doctor 's surgery or clinic is a more private environment for young girls to ask for clarification , without intimidation from male or female peers , which encourages education and makes sure that the girls are more fully informed before they have sex .
",
10306,Non-Argumentative,," the majority of egypt’s water comes from outside its borders, the nile is 96% of egypt’s renewable water, which has led egypt to fervently defend its water rights.
",
475,Argumentative,," a study by dr maltby shows that where previously parents , teachers and friends had the biggest influence on young people it is now more likely to be celebrities .
",
8038,Argumentative,," furthermore , a un standing army would be able to deploy much faster than current peacekeeping missions which are held back by the bureaucracy of finding troops , equipment and funding .
",
12856,Non-Argumentative,," compensation refers to a monetary payment given to the individual who are wither direct victims of a terrorist attacks or else to family members who suffer as a result of the death of a loved one.
",
4780,Non-Argumentative,," there is a very fine line over the point at which issues which may have once been sensitive on the grounds of national security cease to be.
",
4009,Non-Argumentative,,"we think all sides of national heroes, be it their smoking or drinking habits should be discussed.
",
15645,Argumentative,," this is very dangerous both for them and for those who they share the road with as they are operating motor vehicles with a proper education on the rules of the road or any form of driving instruction or test to ensure that they can competently and safely drive on the streets .
",
12003,Argumentative,," for example , president lincoln suspended habeas corpus during the civil war .
",
10728,Non-Argumentative,," on the 20th riot police attempted to regain lost ground and the minister of the interior zakharchenko stated “law enforcement officers have received service firearms and will use them in accordance with ukraine’s law on police” so authorising the use of firearms to beat back the protesters.
",
2327,Argumentative,," many people are putting themselves through university despite it not being right for them .
",
11381,Argumentative,," if the government is currently invading our lives when we have specific laws banning it from doing so , why should we believe that this phenomenon wo n't escalate if we scrap those laws ?
",
8304,Non-Argumentative,," stereotypical stories are becoming utilised on a daily basis without critical reflection.
",
12130,Non-Argumentative,," whether this was justified or not is yet another flashpoint in the age old battle of liberty versus security.
",
15680,Argumentative,," hosting very large sporting events is a great way to advertise a nation , and create a national feel-good factor .
",
8107,Argumentative,," they allow for the imposition of trade sanctions to a similar value to the losses being experienced as a result of protectionist action , with the sanctions sometimes on differing sectors to those where there are unfair trade practices .
",
14012,Non-Argumentative,,"although the leaders and senior staff of liberal democracies are elected on a politically partisan basis, as a general principle public sector organisations do not pursue their own political agendas.
",
4850,Non-Argumentative,,"the caseand yet on balance, i support yale university’s decision to launch yale-nus.
",
3208,Non-Argumentative,,"national testing of schools requires schools to test their children every year to measure how much they have learned.
",
500,Non-Argumentative,," [7] enhanced protection does not, however, place an outright ban on military actions against the protected cultural property.
",
5697,Argumentative,," rather , it simply means that readily available replacement ingredients must be used in the preparation of the same foods .
",
12235,Non-Argumentative,," other examples are less common but growing, for figure constitutional or legislative refrenda, popular legislative initiative, or participatory budgeting.
",
3247,Argumentative,," the campaigns were credited with credited with changing behaviour through warnings on adverts and informing through an information leaflet .
",
9966,Argumentative,," when oda is administered in this way , there is an increased risk that recipient governments will be seen by their people as less independent -- as stooges of colonial interlopers .
",
7463,Argumentative,," military jets and helicopter gunships were indiscriminately unleashed upon people who had no means to defend themselves against assault from the air .
",
10319,Argumentative,," in addition to this , 12,000 jobs will be created and ethiopia will become an energy exporter .
",
14436,Argumentative,," given golden dawn 's claims for the need to purge the country of traitors , it is not at all unthinkable that greece could go down a similar root should the party see its popularity increase even more .
",
6606,Argumentative,," ukraine is in a dire financial situation ; it has gone to the imf seeking $ 15billion to help stabilise the economy with a bailout .
",
14417,Non-Argumentative,," although golden dawn themselves deny it, the party is generally seen as neo-nazi in character having commonly been reported to use original german nazi slogans translated into greek and nazi-like salutes.
",
13061,Argumentative,," for example it has been found that americans are more likely to support spending for the ` poor ' than for ` welfare ' .
",
1126,Argumentative,," 1miller , j. anthony .
",
9572,Non-Argumentative,," he has also started the proliferation security initiative, an informal arrangement between the us and its allies to share intelligence and intercept suspect cargoes at sea.
",
8506,Argumentative,," initially , this was the case -- however , by, japan was contributingper cent of the un budget , second only to that of the united states  .
",
10909,Non-Argumentative,," those given asbos can be ‘named and shamed’ in local media, and sometimes are.
",
8798,Non-Argumentative,,"this is focused around whether or not this assistance has been more of a help or a hindrance for africa in the face of the continent’s major challenges.
",
8221,Non-Argumentative,," it seems that they acknowledged that their electorates would not stomach another war conducted along the lines of iraq.
",
13851,Non-Argumentative,,"  because all but two states cast their electoral votes as a unit, a candidate can win some states by narrow margins, lose others by large margins, and thus win the electoral vote while losing the popular vote.
",
3149,Argumentative,," this can be expensive .
",
7411,Non-Argumentative,,"this was however just the start.
",
5965,Argumentative,," better to give teenagers the full facts about sex rather than obscuring it from them , causing them to be misinformed .
",
8940,Non-Argumentative,," a standing army is a permanent, often professional, army.
",
