class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
1,2,"Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos. From my perspective, animals should live in natural habitats instead of zoos.",human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals,526,641
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",due to this event North Korea showed a friendship and enthuasism,877,941
1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","In the past time, we had to spend a lot of time searching information and waiting for letters of our friends who lived far away from us",1368,1503
1,4,"Nowadays, thanks to the development of technology, computer is now indispensable to life. Some people think that computer is good for children and it should be used daily by children but some others think differently. In my opinion, the latter opinion is true.","it still has its bad side, especially for children",1480,1530
1,2,"Unemployment is clearly a global problem, be it in developed countries or developing ones. However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.",this does not mean we should leave alone those who do need assistance,920,989
1,4,"As people have raised their democratic awareness in recent years, they are caring more about how the tax expenditure is distributed by the government. As a result, some people suggest that the tax money should be allocated to publically beneficial services instead of arts. However, from my perspective, I think arts are supposed to be included in the government's investment as well.",arts are supposed to be included in the government's investment as well,380,451
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping is a great way to bring families together and strengthen their love,3841,3916
1,2,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",an increase in the number of automobiles brings about environmental pollution,561,638
1,4,"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.",this international tourism has negative effects on the destination countries,254,330
1,2,"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.",These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard,787,944
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Kids always seem to find new ""best friends"" for the weekends and even adults may find themselves sharing a meal with their new neighbors",4959,5095
1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",no matter how much careful we are such accidents are unevitable,1102,1165
1,2,"The purpose of this essay is to discuss whether or not the only way to motivate employees to be more hard-working and productive is by raising their salaries. In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.",they will be feeling more cared for and therefore do their best for their bosses,1776,1856
1,2,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.","with the development of science and technology, more advanced kitchen facilities, such as the modern microwaves or the advanced pressure cookers, have been created and invented to help people prepare and cook food in a very short time",468,702
1,2,"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.","students who were tired of commuting had to attend schools nearby, regardless of any differences in teaching facilities, teacher's qualifications or the school reputation",633,803
1,2,"Personally, I believe that married women nowadays have right to take up jobs like men when employment discrimination based on gender have been erased significantly. Working outside home will bring a lot of benefits to both married woman and their household. I will mention some basic reasons as following.","working outside the house creates opportunities for married women to contact with the outer world, strengthen their character and show their capacity",713,862
1,2,"It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon. Although modern technology make it possible, I still believe some museums and art galleries will not disappear.","in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy",631,742
1,2,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.","along with the high living standard, requirements of quality products in almost restaurants, nowadays, are under severe control and supervision by appropriate authorities",2294,2464
1,4,"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.",Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way,1805,1925
1,4,"Most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional. In this essay I will give my opinion for both sides.",music can be a useful and interesting solution,711,757
1,2,"It is every student's desire to study at a good university and experience a new environment. While some students study and live overseas to achieve this, some prefer to study home because of the difficulties of living and studying overseas. In my opinion, one who studies overseas will gain many skills throughout this experience for several reasons.",the one will learn living without depending on anyone else,1090,1148
1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Students should,2654,2772
1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","About ten years ago, mobile phones ware very expensive for most members of my country, only a few of rich individuals have enough money to buy one",668,814
1,2,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",customers of telecommunication services will have an idea about the current offers of different companies,851,956
1,2,"Currently, a great number of countries have pushed forward their economies by developing national industries. However, some people are worried that the economic targets in industrialized countries may be attained at the expense of the ecosystems. From my perspective, I think flourishing economies can go hand in hand with environmental preservation.","without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic develpment",1824,2030
1,2,"A matter of considerable controversy at present is the issue of whether developments in agriculture are beneficial to humankind, or rather these developments should be allowed to die out just as many inappropriate innovations have in the past. From my perspective, these developments in agricultures should be preserved for the sake of the benefits of all human beings.",innovations in agriculture such as mechanized farming and the creations of genetic engineering foods may be the only way to feed the vast number of people in every corner of the world,431,614
1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.","Developing globalization, people can have more access to many natural resources of the world",769,861
1,2,"The introduction of email and text messaging has brought about considerable changes in communication. With this situation, some people believe that they may be factors decreasing the position of written language. I am in favor of that idea because of their advantages and the fact we can see today about the use of these new means.",People can send or receive electronic letters anywhere and anytime they want,876,952
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",It can be amazing how different the same object can look throughout the day,2619,2694
1,2,"Since the time they were introduced zoos have both been supported and criticized. Many believe that zoos could be very entertaining and ecologically important, whereas, others think that keeping animals in captivity is totally wrong. Both sides will be discussed before a reasonable conclusion is drawn.",This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures,509,615
1,2,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.",the significance of competition is that how to become more excellence to gain the victory,1212,1301
1,2,"The introduction of email and text messaging has brought about considerable changes in communication. With this situation, some people believe that they may be factors decreasing the position of written language. I am in favor of that idea because of their advantages and the fact we can see today about the use of these new means.","Before email and mobile phone, human beings communicated by meeting directly, sending letters or later, calling from home phones",537,665
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",camping can also make campers realize the overlooked luxuries that they experience day to day,5107,5200
1,2,"Nowadays, thanks to the development of technology, computer is now indispensable to life. Some people think that computer is good for children and it should be used daily by children but some others think differently. In my opinion, the latter opinion is true.","several teenagers play games without rest, which leads to health depression",811,886
1,2,"Most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional. In this essay I will give my opinion for both sides.",music is the art which requires special attitude towards it,1343,1402
1,4,"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.",technology plays a key role in promoting traditional techniques and lifestyles,523,601
1,2,"Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems. However, I do not think these disadvantages will outweigh the advantages brought by cell phones. In this essay, I would like to analyse these three issues in order to support my viewpoint.",a more efficient and reliable system can also be invented to guarantee the private information of users,1438,1541
1,4,"The purpose of this essay is to discuss what can students and the organizations benefit from the activity that the students sent by their schools to work for companies without salaries. In this essay, I would start by analyzing the advantages for doing this for both students and companies, and then I would draw a conclusion at the end.",the unpaid interns can no doubt save some money,904,951
1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",globalization can be considered a chance for people of each country to promote their lifestyle through the stuffs and services imported from other countries,986,1142
1,2,"""A picture is worth a thousand words"" is a popular maxim that is being used for a very long time. This strongly depicts the power of images in conveying messages, ideas, or opinions to people. Nevertheless, the importance of written word can never be denied as it is also another way of communication that is commonly used. Hence, I agree only to certain degree that in today's world, image serves as a more effective means of communication.",the importance of written word can never be denied,254,304
1,4,Air pullution is an issue threatening the enviorement in many different ways such as causing holes in the ozone and affecting global heating in the nagitve way. I believe that more reponsibilities should put on private individuals and companies such as paying to clean up air pollution.,"If these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause",702,855
1,2,"Many people believe that the life in a major metropolis is convenient and interesting. Personally, however, I am in favor of living in a small town. The atmosphere in suburban area brings me peaceful feeling. Moreover, people there are very friendly. Finally, the environmental is greener than in cities. That is why I love enjoying my life in a small town.","peaceful atmosphere, friendliness of people, and green landscape strongly convince me",1759,1844
1,2,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,"Legalize marijuana and you cut a huge percent of their profits, army strength, and political power",1529,1627
1,4,"""A picture is worth a thousand words"" is a popular maxim that is being used for a very long time. This strongly depicts the power of images in conveying messages, ideas, or opinions to people. Nevertheless, the importance of written word can never be denied as it is also another way of communication that is commonly used. Hence, I agree only to certain degree that in today's world, image serves as a more effective means of communication.","for a more meaningful communication, these two elements have their respective roles to play: image to exemplify and words to describe a particular subject",1818,1972
1,2,"The last 50 years have seen an increasing number of immigrants to other countries. People moved due to a number of reasons, namely better educations or higher salary jobs. Some people thought that they should follow the local customs in order to integrate into their adopted countriesâ€™ cultures. However I strongly believe that they are able to sustain their cultural identities and doing so help they keep their origin values.","Many Australians come this day to enjoy the shows, learn about the cultures and admire the diverse values",841,946
1,4,"Over the last half century the change in the life of human begings has increased beyond our wildest expectations. There are countless new technological equipments flooding into our lives, such as the Internet, television and cell phone. They all enrich our daily lives.Now, many students learn from Internet after class and they find it quite helpful.",many students learn from Internet after class,319,364
1,4,"In our modern times, with the development of science and technology, our living standard has been improved beyond recognition. Technology, however, is not the best solution to all the world's intricate problems. Accordingly, it is believed that we need to place less emphasis on technological solutions and more on other values, such as economy, politics and education. Personally, I partly disagree with this point of view, and the reasons are given below.",technology plays an integral part in our lives,556,602
1,4,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.",these cameras can help to provide some form of protection to the workers against the customers,1805,1899
1,2,"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.","in Vietnam, many cultural costumes and natural scenes, namely â€˜Trong Dongâ€™ drum performance and â€˜Ha Longâ€™ bay, are being encouraged to preserve and funded by the tourism ministry",1152,1330
1,2,"For most folks on Earth, the need to gather in one place, and enjoy competition with other talented people from different cultures through popular games has always been a strong motivation. This trend is so deeply engraved in people's mind that the organisation of such events continue to be planned, even when some participants are facing grievous social problems. It is agreed that large scale sports games make people focus on attractive contests instead of international disputes, and help them being proud of their nation. This will be proved by analysing how sports events may be an important link to the peace, and by how they encourage people to display their national symbols.","during times of war, people living in badly affected countries can forget about the gloomy environment and maintain a link with the rest of the world by listening to international sports event",772,964
1,4,"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.",the advantages of building a factory will outweigh its disadvantages,376,444
1,2,"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.",It can have less work for them,1233,1263
1,2,"A matter of considerable controversy at present is the issue of whether developments in agriculture are beneficial to humankind, or rather these developments should be allowed to die out just as many inappropriate innovations have in the past. From my perspective, these developments in agricultures should be preserved for the sake of the benefits of all human beings.",the proliferation of GE food and factory farming are detrimental to people's health,1231,1314
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping is a great way to have fun while keeping the overall cost down,1633,1703
1,2,"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.",there is some disadvantages of animals' profits,1530,1577
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",exercising and being active can improve self-esteem and confidence,393,459
1,4,"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.",discussions and interactions should be held via video conferencing frequently,1921,1998
1,2,"Most people claim that in high school music must be taught as a main subject, while others say that this is an unnecessary subject and should at least be optional. In this essay I will give my opinion for both sides.","students are to develop their professional skills by learning occupation-related subjects, rather than playing on guitar or singing a song",1669,1807
1,4,"Primary and secondary education provide a basic knowledge and skills to the people in this world. I completely agree that government should provide those education to their people; however, for the more higher education like university, the students or their parents should pay for the fees.",it will build their characters in the marketplace as well,1051,1108
1,4,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",alternative forms of transport and international laws on controlling automobiles are necessary due to the environmental protection and the alleviation of traffic congestion,2393,2565
1,2,"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.",Computers expose children to vulgar materials,1545,1590
1,2,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",by making sex marriage illegal you are making people who are attracted to the same sex feel and seem inferior to others,1571,1690
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",food always tastes better when camping,4590,4628
1,2,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.","In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers",142,283
1,2,"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.",these traditional games were elaborately devised by educators and have been proven effective in improving children's skills on different aspects in previous teaching practices,1694,1869
1,4,"It is no secret that advertising become inseparable part of our modern life. We come across with ads almost everywhere and everyday. Some people argue that companies by advertising their goods or services spend their money for nothing. Other critics say that ads have no purpose, they only cause damages to society and all forms of advertising should be banned.",Society does need an advertising,475,507
1,2,"Presently, it is commonly accepted that students have to learn over eight subjects in school. Public retain differing views on whether to teach students all subjects or just focus on one subject. Some parents are satisfied with the full class schedule of their children. While, others claim that studying only one subject is more effective. Before rendering my own opinion, I will explore sides of this topic.",students can devote more time and efforts in one subject and reduce pressure from other subjects,1380,1476
1,4,"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.",the government should develop the public transport to meet the residents' demand,1768,1848
1,2,"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.",There is no end to the evolution of computers,1260,1305
1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",there has not been any permanat solution of it,1379,1425
1,2,"It is certainly true that some languages are disappearing day by day over the world. Some people, therefore, harbour a view saying that governments should preserve those by spending some budgets on them. But the others do not believe it is possible. In my opinion, this viewpoint needs to be examined thoroughly and this essay will discuss this issue.","the preservations need a long time to gather, restore all information as well as train in the educational centre",1351,1463
1,4,"Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos. From my perspective, animals should live in natural habitats instead of zoos.",it is our responsibility to create a natural and safe environment for animals to live in,643,731
1,2,"Innovative artists bring enjoyment and inspiration to our sometimes tedious life; however, some people deem that artists have been entrusted with too much freedom and power and should be restricted by the government. It is my personal belief that freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create.","art inevitably involves imagination, exaggeration and sometimes is purely fabricated",697,781
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",An international sporting event is normal held in a country with huge interest from fans all over the world,386,493
1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",its disadvantages far outweigh the adavantages,1656,1702
1,4,"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.",the merits of animal experiments still outweigh the demerits,1579,1639
1,4,"Innovative artists bring enjoyment and inspiration to our sometimes tedious life; however, some people deem that artists have been entrusted with too much freedom and power and should be restricted by the government. It is my personal belief that freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create.",One of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society,408,546
1,2,"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.","According to a recent survey, 89% of people have come to think that, since they have been put in the situation which is filled with competitions and pressures, they have to use a lot of time to work hard, to update themselves, to acquire all kinds of skills and so on",1373,1640
1,2,"With the development of globalization, English became the dominated language in national trade, conference and many important events. This phenomenon has aroused a heated discussion in public.","language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious",1275,1394
1,2,"Nowadays, the world includes developing countries and developed countries. The difference between them is amount of money that governments use in critical areas such as commerce, health, education. The poor countries are buried in debts which are caused by loans they borrowed from The World Bank and the rich countries. To ease this difference and help the less fortune countries, the richer countries should take efforts in improving important areas in the less fortune countries.","In these countries, citizens are in need for foods, corrupt and unemployment rate is at high level, the consequences of AIDS are devastating quickly",738,886
1,2,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",automobile exhaust and carbon dioxides emission have bad impacts on the air,646,721
1,2,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.",poor counties suffer from shortage of basic materials and facilities to start businesses and make it richer,777,884
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",if you truly want to improve your mental and physical health you will find the energy and time to exercise,3463,3569
1,4,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.",a great deal of sophisticated technology can be invented,1101,1157
1,2,The increasing population and the technological advancements demand more energy than in the past. It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly. I will analyze these areas in the essay.,the major source of energy today is water,346,387
1,2,"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.",it is indisputable that every new kind food or pill may be noxious,1027,1093
1,4,"Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society. Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this. Both views will be critiqued before a reasonable conclusion is drawn.",it is easy to see why the idea that advertising is a positive part of life will garner strong support,1090,1191
1,4,"The purpose of this essay is to discuss whether or not the only way to motivate employees to be more hard-working and productive is by raising their salaries. In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.",a higher pay can be one of the incentive if were to encourage harder-working employees,1562,1648
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",Everythings is created by patriotic emotions of Chinese who wanted to bring a beautiful China to the world,1862,1968
1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product,446,586
