,class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
594,1,2,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.",the economies of several countries are in a big network and must influence on each others,1810,1899
595,1,2,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.","When America mortgage loan system went bad, several economies of European and Asian countries fluctuated, even any countries had to be gotten international supports to block its bankrupt",1901,2087
596,1,2,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.","there are abovementioned three key points of positive effects of aid; supporting poor countries to make its economy strong and building humane concepts to people, keeping strong global economy",2104,2296
597,1,4,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.",being a global neighbor by aiding poor countries would be continues by many organizations and volunteers,2322,2426
598,1,4,"In this world, there is no one who does not know this world 'globalization', which means the world are more closer, and every single countries affects each other more than before in many ways. That is why governmental and non-governmental organizations have been focus on being harmony and contribute to aid to poor countries. It is true that just giving aid to impoverished countries could be manipulated by big power countries. In addition, a great amount of materials and money have poor countries being corrupted and politically dependent on other countries.",it will make the earth a better place to live,2432,2477
599,1,4,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",Some people prefer to recognize globalization as a threat to ethnic and religious values of people of their country,349,464
600,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",the idea of globalization put their inherited culture in danger of uncontrolled change and make them vulnerable against the attack of imperialistic governments,482,641
601,1,4,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",globalization contribute effectively to the global improvement of the world in many aspects,676,767
602,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.","Developing globalization, people can have more access to many natural resources of the world",769,861
603,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",it leads to increasing the pace of scientific and economic promotions of the entire world,866,955
604,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",globalization can be considered a chance for people of each country to promote their lifestyle through the stuffs and services imported from other countries,986,1142
605,1,4,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",the proponents of globalization idea point out globalization results in considerable decrease in global tension,1154,1265
606,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",convergence of benefits of people of the world which is a natural consequence of globalization,1273,1367
607,1,4,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",I would rather classify myself in the proponents of globalization as a speeding factor of global progress,1384,1489
608,1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",it is more likely to solve the problems of the world rather than intensifying them,1499,1581
609,1,4,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",student have to be forced to study at school,337,381
610,1,4,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",they have more opprotunities to find a job and to be successful in the future,837,914
611,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",employer always prefer to hire an employee of high degree who have professional skills,941,1027
612,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",schools offer to students a good environment with experienced professors and high quality programs for studying,397,508
613,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",It creates the best conditions for students education and can force them to focus on their school work instead of wasting their time to do useless things,510,663
614,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",schools provide lots of academic knowledge to students,680,734
615,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.","Students may learn professional skills, expand their understandings and gain experiences",736,824
616,1,4,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",children should interrupt their school work and get a job,1094,1151
617,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",children can learn a lot at school,1161,1195
618,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",there are many subjects that will be of little value to them in the future,1197,1271
619,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",children can learn social skills when they have a job,1286,1339
620,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",They can get more experiences that can not be obtained at school,1341,1405
621,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",Working helps children be more independent and teach them to esteem and manage the money that they've earned,1407,1515
622,1,4,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",students should study at school,1541,1572
623,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",there are some advantages of leaving school to find a job,1586,1643
624,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",studying at school is always the best choice for children's future,1645,1711
625,1,2,"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.",There are many ways that can train children to learn independent and social skills instead of getting a job,1713,1820
626,1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",these various advertisements get people to buy products that are unnecessary and only look good on television,183,292
627,1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",it is not about the function or quality of the commodities themselves but really the promotion of the good feeling of possessing the product,446,586
628,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",huge cooperation hire celebrities as the face of their product,605,667
629,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","By casting famous singers in their television advertisement, motorcycles or clothes for example, sales increase significantly",669,794
630,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","youngsters, as the target consumers, love celebrities",801,854
631,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",having these products shows their status,862,902
632,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",the quality obviously is not relatively important,904,953
633,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",advertisements can be falseful and exaggerated,986,1032
634,1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",it plays and important role economically,1055,1095
635,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",they aim to grab your attention,1211,1242
636,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","Advertising also helps to keep prices at reasonable levels, creates a fair environment for commercial competition",1244,1357
637,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",Otherwise the market may be monopolistic,1359,1399
638,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",the price as well as the choice will not be so selective,1405,1461
639,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","They introduce new products, and provide various choices",1097,1153
640,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",not to mention they are often visually enjoyable,1155,1203
641,1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","The power of advertising maybe over-rated, we can not deny that the final decision is on the hands of us consumers",1463,1577
642,1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","No matter how appealing the advertisements are, we should be able to make the decision on our own",1579,1676
643,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",it is sensible to enforce the gun control,282,323
644,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",The first factor considered is the risk of accidents with guns,325,387
645,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",The accidents cannot be completely avoided although only those who have gun licenses can purchase guns,389,491
646,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",we hear some news from time to time that someone was hurt by accident during the hunting,506,594
647,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","the fewer guns possessed, the fewer accidents would happened",599,659
648,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",our surroundings would be safer with lower accident rates,661,718
649,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","most violent crimes are related to the abuse of guns, especially in some countries where guns are available for people",730,848
650,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",guns will create a violent society if the trend continues,862,919
651,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","in American, young adults and even juveniles can get access to guns, which leads to the tragedies of school gun shooting",938,1058
652,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","some terrorists are able to possess more advanced weapons than the police, which makes citizens always live in danger",1075,1192
653,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",the possession of guns can also raise the rates of suicide,1203,1261
654,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","In the US, firearms remain the most common method of suicide, accounting for about 50 per cent",1263,1357
655,1,2,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",there is an increasing trend of adolescent suicides and suicides among those age 75 and over,1374,1466
656,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.","considering the rise in accident rates, violent crime rates and suicide rates, I support that the guns should be strictly limited",1483,1612
657,1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",the government should enforce a series of laws to prevent our societies from violence,1617,1702
658,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",International sporting events are a good change to create a multi-nation community of fans having the same passion,70,184
659,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",It will help people around the world understand each other more,186,249
660,1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way,258,384
661,1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",it is useful to ease tensions between nations,640,685
662,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",An international sporting event is normal held in a country with huge interest from fans all over the world,386,493
663,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","For the time of occasions, people regardless of nationality, origin and religion will live together",495,594
664,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",People can understand more about a country,596,638
665,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","in FIFA World Cup 2010, the relation between North Korea and South Korea is dangerous for the warship sinking",699,808
666,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",The world suspected North Korea of the aggressive action,810,866
667,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",due to this event North Korea showed a friendship and enthuasism,877,941
668,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",It is rare times when people can learn about this country,943,1000
669,1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",It really help to alleviate the tension,1002,1041
670,1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",an international sporting event also helps fans release patriotic emotions in a safe way,1068,1156
671,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","When they garther together to encourage their team, they will show their patriotic emotions",1158,1249
672,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","Regardless of the competition between teams, their emotions are always released in a safe way due to the sole passion of the sport",1251,1381
673,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",all fans know that a sport event will attract the attention of whole the world and a lot of public media,1393,1497
674,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",They will try to create a beautiful image about their land and people,1499,1568
675,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","In Olympic Beijing 2008, Chinese tried thier best to bring the world a spectacular image about their country",1570,1678
676,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",foreigners came here always received the support of friendly volunteers who were young students,1694,1789
677,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","They were welcomed by each Chinese hospitality, beauty in each cities",1791,1860
678,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",Everythings is created by patriotic emotions of Chinese who wanted to bring a beautiful China to the world,1862,1968
679,1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",International sporting events will draw the international concern,1985,2050
680,1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",It will make the world more peaceful by easing internation tensions and releasing patriotic emotions in a safe way,2052,2166
681,1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",I find it hard for me to agree with this opinion,470,518
682,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",the progress of material technology leads to the sharp fall of price of a great number of products,568,666
683,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","About ten years ago, mobile phones ware very expensive for most members of my country, only a few of rich individuals have enough money to buy one",668,814
684,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","Today, mobile phones become a common one of household items, which due to the cheaper materials and better producing technologies",816,945
685,1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","most members of our society can benefit from the consequences of technical advancements, especially the poor people",953,1068
686,1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","technical developments improve productivity, which help people to escape from daily chores, and invest more time and energy in studying and living a more meaningful life",1080,1249
687,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","With the development of Internet, we can enjoy the pleasure and conveniences which it brings about for us every day",1251,1366
688,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","In the past time, we had to spend a lot of time searching information and waiting for letters of our friends who lived far away from us",1368,1503
689,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.","Nowadays, we can talk with our friends online, no matter where we are and how far between us",1505,1597
690,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",the Internet gives everyone access to the same information,1612,1670
691,1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",this therefore leads to greater equality between individuals,1672,1732
692,1,4,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",the gap between rich people and poor is widen by technology,1824,1883
693,1,2,"Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",only the rich people have ability to afford the expensive high-tech products,1893,1969
